file name, index, score
alpaca_cleaned_dataset, 35960, 0.095217
alpaca_cleaned_dataset, 40449, 0.095215
alpaca_cleaned_dataset, 11055, 0.095181
alpaca_cleaned_dataset, 46961, 0.095132
alpaca_cleaned_dataset, 8692, 0.095128
alpaca_cleaned_dataset, 37305, 0.095119
alpaca_cleaned_dataset, 29568, 0.095112
alpaca_cleaned_dataset, 50686, 0.09498
alpaca_cleaned_dataset, 28590, 0.094967
alpaca_cleaned_dataset, 40118, 0.094935
alpaca_cleaned_dataset, 11730, 0.094894
alpaca_cleaned_dataset, 8672, 0.094865
alpaca_cleaned_dataset, 19550, 0.09485
alpaca_cleaned_dataset, 15846, 0.094802
alpaca_cleaned_dataset, 47979, 0.09478
alpaca_cleaned_dataset, 32876, 0.094751
alpaca_cleaned_dataset, 2164, 0.094737
alpaca_cleaned_dataset, 1864, 0.094725
alpaca_cleaned_dataset, 24854, 0.094699
alpaca_cleaned_dataset, 46985, 0.094693
alpaca_cleaned_dataset, 23919, 0.094686
alpaca_cleaned_dataset, 32622, 0.094639
alpaca_cleaned_dataset, 48393, 0.094631
alpaca_cleaned_dataset, 35854, 0.094597
alpaca_cleaned_dataset, 16320, 0.094589
alpaca_cleaned_dataset, 35819, 0.094569
alpaca_cleaned_dataset, 27800, 0.09455
alpaca_cleaned_dataset, 17131, 0.094483
alpaca_cleaned_dataset, 9688, 0.094441
alpaca_cleaned_dataset, 12425, 0.094375
alpaca_cleaned_dataset, 48536, 0.094366
alpaca_cleaned_dataset, 3183, 0.094292
alpaca_cleaned_dataset, 236, 0.094289
alpaca_cleaned_dataset, 47793, 0.094267
alpaca_cleaned_dataset, 34463, 0.094267
alpaca_cleaned_dataset, 1390, 0.094175
alpaca_cleaned_dataset, 50657, 0.09417
alpaca_cleaned_dataset, 3929, 0.09416
alpaca_cleaned_dataset, 19598, 0.094145
alpaca_cleaned_dataset, 19209, 0.094086
alpaca_cleaned_dataset, 18005, 0.093985
alpaca_cleaned_dataset, 48801, 0.09395
alpaca_cleaned_dataset, 3904, 0.093921
alpaca_cleaned_dataset, 26315, 0.093913
